protein_id	id_type
E0H58_16235	Not in NCBI
E0H58_16240	Not in NCBI
E0H58_16245	Not in NCBI
E0H58_16250	Not in NCBI
DCC84_23115	Not in NCBI
DCC84_23120	Not in NCBI
DCC84_23125	Not in NCBI
DCC84_23130	Not in NCBI
DCC84_23135	Not in NCBI
DCC84_23140	Not in NCBI
DCC84_23145	Not in NCBI
DCC84_23150	Not in NCBI
DCC84_23155	Not in NCBI
DCC84_23160	Not in NCBI
DCC84_23165	Not in NCBI
DCC84_23170	Not in NCBI
DCC84_23175	Not in NCBI
DCC84_23180	Not in NCBI
DCC84_23185	Not in NCBI
DCC84_23190	Not in NCBI
DCC84_23195	Not in NCBI
DCC84_23200	Not in NCBI
DCC84_23205	Not in NCBI
DCC84_23210	Not in NCBI
DCC84_23215	Not in NCBI
DCC84_23220	Not in NCBI
DCC84_23225	Not in NCBI
DCC84_23230	Not in NCBI
DCC84_23235	Not in NCBI
DCC84_23240	Not in NCBI
DCC84_23245	Not in NCBI
DCC84_23250	Not in NCBI
DCC84_23255	Not in NCBI
DCC84_23260	Not in NCBI
DCC84_23265	Not in NCBI
PGA2_95p440	Not in NCBI
PGA2_95p450	Not in NCBI
PGA2_95p460	Not in NCBI
PGA2_95p470	Not in NCBI
PGA2_95p480	Not in NCBI
PGA2_95p490	Not in NCBI
PGA2_95p500	Not in NCBI
PGA2_95p510	Not in NCBI
PGA2_95p520	Not in NCBI
PGA2_95p530	Not in NCBI
PGA2_95p540	Not in NCBI
PGA2_95p550	Not in NCBI
HOO54_19910	Not in NCBI
HOO54_19915	Not in NCBI
HOO54_19920	Not in NCBI
HOO54_19925	Not in NCBI
HOO54_19930	Not in NCBI
HOO54_19935	Not in NCBI
HOO54_19940	Not in NCBI
HOO54_19945	Not in NCBI
HOO54_19950	Not in NCBI
HOO54_19955	Not in NCBI
AWH04_05460	Not in NCBI
AWH04_05465	Not in NCBI
AWH04_05470	Not in NCBI
AWH04_05475	Not in NCBI
AWH04_05480	Not in NCBI
AWH04_05485	Not in NCBI
AWH04_05490	Not in NCBI
AWH04_05495	Not in NCBI
AWH04_05500	Not in NCBI
AWH04_05505	Not in NCBI
AWH04_05510	Not in NCBI
SCATT_32550	Not in NCBI
SCATT_32560	Not in NCBI
SCATT_32570	Not in NCBI
SCATT_32580	Not in NCBI
SCATT_32590	Not in NCBI
SCATT_32600	Not in NCBI
SCATT_32610	Not in NCBI
SCATT_32620	Not in NCBI
SCATT_32630	Not in NCBI
SCATT_32640	Not in NCBI
SCATT_32650	Not in NCBI
SCATT_32660	Not in NCBI
SCATT_32670	Not in NCBI
SCATT_32680	Not in NCBI
SCATT_32690	Not in NCBI
SCATT_32700	Not in NCBI
SCATT_32710	Not in NCBI
SCATT_32720	Not in NCBI
ARCT_RS0107000	Not in NCBI
ARCT_RS0107005	Not in NCBI
ARCT_RS25590	Not in NCBI
ARCT_RS0107015	Not in NCBI
ARCT_RS0107020	Not in NCBI
ARCT_RS0107025	Not in NCBI
ARCT_RS0107030	Not in NCBI
Npun_AF076	Not in NCBI
Npun_AF077	Not in NCBI
Npun_AF078	Not in NCBI
Npun_AF079	Not in NCBI
Npun_AF080	Not in NCBI
Npun_AF081	Not in NCBI
AXI58_13735	Not in NCBI
AXI58_13740	Not in NCBI
AXI58_13745	Not in NCBI
AXI58_13750	Not in NCBI
B7751_RS20850	Not in NCBI
B7751_RS20855	Not in NCBI
B7751_RS30335	Not in NCBI
B7751_RS30340	Not in NCBI
B7751_RS30345	Not in NCBI
B7751_RS30110	Not in NCBI
B7751_RS30115	Not in NCBI
B7751_RS30120	Not in NCBI
B7751_RS20860	Not in NCBI
B7751_RS20865	Not in NCBI
B7751_RS20870	Not in NCBI
DMB38_33810	Not in NCBI
DMB38_33815	Not in NCBI
DMB38_33820	Not in NCBI
DMB38_33825	Not in NCBI
DMB38_33830	Not in NCBI
DMB38_33835	Not in NCBI
DMB38_33840	Not in NCBI
DMB38_33845	Not in NCBI
DMB38_33850	Not in NCBI
DMB38_33855	Not in NCBI
DMB38_33860	Not in NCBI
DMB38_33865	Not in NCBI
DMB38_33870	Not in NCBI
DMB38_33875	Not in NCBI
DMB38_33880	Not in NCBI
DMB38_33885	Not in NCBI
DMB38_33890	Not in NCBI
DMB38_33895	Not in NCBI
DMB38_33900	Not in NCBI
DMB38_33905	Not in NCBI
DMB38_33910	Not in NCBI
DMB38_33915	Not in NCBI
EPL00_RS07775	Not in NCBI
EPL00_RS07780	Not in NCBI
EPL00_RS07785	Not in NCBI
EPL00_RS07790	Not in NCBI
EPL00_RS07795	Not in NCBI
EPL00_RS07800	Not in NCBI
EPL00_RS07805	Not in NCBI
EPL00_RS07810	Not in NCBI
EPL00_RS07815	Not in NCBI
EPL00_RS20475	Not in NCBI
EPL00_RS20480	Not in NCBI
EPL00_RS20485	Not in NCBI
EPL00_RS20490	Not in NCBI
EPL00_RS20495	Not in NCBI
EPL00_RS20500	Not in NCBI
EPL00_RS20505	Not in NCBI
EPL00_RS20510	Not in NCBI
AAC44128.1	GenBank
AAC44129.1	GenBank
AAC44130.1	GenBank
CONPUDRAFT_17337	Not in NCBI
CONPUDRAFT_150757	Not in NCBI
CONPUDRAFT_99245	Not in NCBI
CONPUDRAFT_50941	Not in NCBI
CONPUDRAFT_119059	Not in NCBI
CONPUDRAFT_118913	Not in NCBI
FGSG_02320	Not in NCBI
FGSG_02321	Not in NCBI
FGSG_02322	Not in NCBI
FGSG_02323	Not in NCBI
FGSG_02324	Not in NCBI
FGSG_02325	Not in NCBI
FGSG_02326	Not in NCBI
FGSG_02327	Not in NCBI
FGSG_02328	Not in NCBI
FGSG_02329	Not in NCBI
FGSG_02330	Not in NCBI
MAA_05340	Not in NCBI
MAA_05339	Not in NCBI
MAA_05338	Not in NCBI
MAA_05337	Not in NCBI
MAA_05336	Not in NCBI
MAA_05335	Not in NCBI
MAA_05334	Not in NCBI
MAA_05333	Not in NCBI
Npun_R2065	Not in NCBI
Npun_R2066	Not in NCBI
Npun_R2067	Not in NCBI
Npun_R2068	Not in NCBI
Npun_R2069	Not in NCBI
Npun_R2070	Not in NCBI
Npun_R2071	Not in NCBI
SAMN05216223_11887	Not in NCBI
SAMN05216223_11888	Not in NCBI
SAMN05216223_11889	Not in NCBI
SAMN05216223_11890	Not in NCBI
SAMN05216223_11891	Not in NCBI
SAMN05216223_11892	Not in NCBI
SAMN05216223_11893	Not in NCBI
SAMN05216223_11894	Not in NCBI
SAMN05216223_11895	Not in NCBI
SAMN05216223_11896	Not in NCBI
SAMN05216223_11897	Not in NCBI
SAMN05216223_11898	Not in NCBI
SAMN05216223_11899	Not in NCBI
SAMN05216223_118100	Not in NCBI
SAMN05216223_118101	Not in NCBI
SAMN05216223_118102	Not in NCBI
SAMN05216223_118103	Not in NCBI
SAMN05216223_118104	Not in NCBI
SAMN05216223_118105	Not in NCBI
SAMN05216223_118106	Not in NCBI
SAMN05216223_118107	Not in NCBI
SAMN05216223_118108	Not in NCBI
SAMN05216223_118109	Not in NCBI
PluTT01m_04500	Not in NCBI
PluTT01m_04505	Not in NCBI
PluTT01m_04510	Not in NCBI
PluTT01m_04515	Not in NCBI
PluTT01m_04520	Not in NCBI
PluTT01m_04525	Not in NCBI
PluTT01m_04530	Not in NCBI
PluTT01m_04535	Not in NCBI
PluTT01m_04540	Not in NCBI
PluTT01m_04545	Not in NCBI
PluTT01m_04550	Not in NCBI
PluTT01m_04555	Not in NCBI
PluTT01m_04560	Not in NCBI
PluTT01m_04565	Not in NCBI
PluTT01m_04570	Not in NCBI
PluTT01m_04575	Not in NCBI
PluTT01m_04580	Not in NCBI
PluTT01m_04585	Not in NCBI
PluTT01m_04590	Not in NCBI
PluTT01m_04595	Not in NCBI
PluTT01m_04600	Not in NCBI
PluTT01m_04605	Not in NCBI
PluTT01m_04610	Not in NCBI
PluTT01m_04615	Not in NCBI
PluTT01m_04620	Not in NCBI
PluTT01m_04625	Not in NCBI
PluTT01m_04630	Not in NCBI
PluTT01m_04635	Not in NCBI
PluTT01m_04640	Not in NCBI
PluTT01m_04645	Not in NCBI
PluTT01m_04650	Not in NCBI
PluTT01m_04655	Not in NCBI
PluTT01m_04660	Not in NCBI
PluTT01m_04665	Not in NCBI
PluTT01m_04670	Not in NCBI
PluTT01m_04675	Not in NCBI
PluTT01m_04680	Not in NCBI
PluTT01m_04685	Not in NCBI
PluTT01m_04690	Not in NCBI
PluTT01m_04695	Not in NCBI
PluTT01m_04700	Not in NCBI
PluTT01m_04705	Not in NCBI
PluTT01m_11855	Not in NCBI
PluTT01m_11860	Not in NCBI
PluTT01m_11865	Not in NCBI
PluTT01m_11870	Not in NCBI
PluTT01m_11875	Not in NCBI
PluTT01m_11880	Not in NCBI
PluTT01m_11885	Not in NCBI
PluTT01m_11890	Not in NCBI
PluTT01m_11895	Not in NCBI
PluTT01m_11900	Not in NCBI
PluTT01m_11905	Not in NCBI
PluTT01m_11910	Not in NCBI
PluTT01m_11915	Not in NCBI
PluTT01m_11920	Not in NCBI
PluTT01m_11925	Not in NCBI
PluTT01m_11930	Not in NCBI
PluTT01m_11935	Not in NCBI
PluTT01m_11940	Not in NCBI
PluTT01m_11945	Not in NCBI
PluTT01m_11950	Not in NCBI
PluTT01m_11955	Not in NCBI
PluTT01m_11960	Not in NCBI
PluTT01m_11965	Not in NCBI
PluTT01m_11970	Not in NCBI
PluTT01m_11975	Not in NCBI
PluTT01m_11980	Not in NCBI
PluTT01m_11985	Not in NCBI
PluTT01m_11990	Not in NCBI
PluTT01m_11995	Not in NCBI
PluTT01m_12000	Not in NCBI
PluTT01m_12005	Not in NCBI
PluTT01m_12010	Not in NCBI
PluTT01m_12015	Not in NCBI
PluTT01m_12020	Not in NCBI
PluTT01m_12025	Not in NCBI
PluTT01m_12030	Not in NCBI
PluTT01m_12035	Not in NCBI
PluTT01m_12040	Not in NCBI
PluTT01m_12045	Not in NCBI
PluTT01m_12050	Not in NCBI
PluTT01m_12055	Not in NCBI
PluTT01m_16730	Not in NCBI
PluTT01m_16735	Not in NCBI
PluTT01m_16740	Not in NCBI
PluTT01m_16745	Not in NCBI
PluTT01m_16750	Not in NCBI
PluTT01m_16755	Not in NCBI
PluTT01m_16760	Not in NCBI
PluTT01m_16765	Not in NCBI
PluTT01m_16770	Not in NCBI
PluTT01m_16775	Not in NCBI
PluTT01m_16780	Not in NCBI
PluTT01m_16785	Not in NCBI
PluTT01m_16790	Not in NCBI
PluTT01m_16795	Not in NCBI
PluTT01m_16800	Not in NCBI
PluTT01m_16805	Not in NCBI
PluTT01m_16810	Not in NCBI
PluTT01m_16815	Not in NCBI
PluTT01m_16820	Not in NCBI
PluTT01m_16825	Not in NCBI
PluTT01m_16830	Not in NCBI
PluTT01m_16835	Not in NCBI
PluTT01m_16840	Not in NCBI
PluTT01m_16845	Not in NCBI
PluTT01m_16850	Not in NCBI
PluTT01m_16855	Not in NCBI
PluTT01m_16860	Not in NCBI
PluTT01m_16865	Not in NCBI
PluTT01m_16870	Not in NCBI
PluTT01m_16875	Not in NCBI
PluTT01m_16880	Not in NCBI
PluTT01m_16885	Not in NCBI
PluTT01m_16890	Not in NCBI
PluTT01m_16895	Not in NCBI
PluTT01m_16900	Not in NCBI
PluTT01m_16905	Not in NCBI
PluTT01m_16910	Not in NCBI
amrb99_16240	Not in NCBI
amrb99_16250	Not in NCBI
amrb99_16260	Not in NCBI
amrb99_16270	Not in NCBI
amrb99_16280	Not in NCBI
amrb99_16290	Not in NCBI
amrb99_16300	Not in NCBI
amrb99_16310	Not in NCBI
amrb99_16320	Not in NCBI
amrb99_16330	Not in NCBI
amrb99_16340	Not in NCBI
amrb99_16350	Not in NCBI
amrb99_16360	Not in NCBI
amrb99_16370	Not in NCBI
amrb99_16380	Not in NCBI
amrb99_16390	Not in NCBI
amrb99_16400	Not in NCBI
G7W60_10795	Not in NCBI
G7W60_10800	Not in NCBI
G7W60_10805	Not in NCBI
G7W60_10810	Not in NCBI
G7W60_10815	Not in NCBI
G7W60_10820	Not in NCBI
G7W60_10825	Not in NCBI
G7W60_10830	Not in NCBI
G7W60_10835	Not in NCBI
XP_044983846.1	RefSeq
XP_044984006.1	RefSeq
XP_044984106.1	RefSeq
XP_044984175.1	RefSeq
XP_006351990.1	RefSeq
XP_006351989.1	RefSeq
XP_006352054.1	RefSeq
XP_006351988.1	RefSeq
XP_006351987.1	RefSeq
XP_006352055.1	RefSeq
XP_006351986.1	RefSeq
XP_015166228.1	RefSeq
XP_006351985.1	RefSeq
XP_006351984.1	RefSeq
XP_006352056.1	RefSeq
XP_006351983.1	RefSeq
XP_006351982.1	RefSeq
XP_006351981.1	RefSeq
XP_006351980.1	RefSeq
XP_006351979.1	RefSeq
XP_006351978.1	RefSeq
XP_006351977.1	RefSeq
XP_006351976.1	RefSeq
XP_015166201.1	RefSeq
XP_006352057.1	RefSeq
XP_015166195.1	RefSeq
NP_001292945.1	RefSeq
XP_012066853.1	RefSeq
XP_037497842.1	RefSeq
XP_037497843.1	RefSeq
XP_037497844.1	RefSeq
XP_037497855.1	RefSeq
SPR02S_RS10540	Not in NCBI
SPR02S_RS10545	Not in NCBI
QCF41192.1	GenBank
QCF41193.1	GenBank
QCF41194.1	GenBank
QCF41195.1	GenBank
QCF41196.1	GenBank
QCF41197.1	GenBank
QCF41198.1	GenBank
QCF41199.1	GenBank
QCF41200.1	GenBank
QCF41201.1	GenBank
QCF41202.1	GenBank
QCF41203.1	GenBank
QCF41204.1	GenBank
QCF41205.1	GenBank
QCF41206.1	GenBank
QCF41207.1	GenBank
QCF41208.1	GenBank
QCF41209.1	GenBank
QCF41210.1	GenBank
QCF41211.1	GenBank
NCU02926	Not in NCBI
NCU02925	Not in NCBI
NCU02924	Not in NCBI
NCU02923	Not in NCBI
NCU02922	Not in NCBI
NCU02921	Not in NCBI
NCU02920	Not in NCBI
NCU02919	Not in NCBI
NCU02918	Not in NCBI
NCU02917	Not in NCBI
FE257_006538	Not in NCBI
FE257_006539	Not in NCBI
FE257_006540	Not in NCBI
FE257_006541	Not in NCBI
FE257_006542	Not in NCBI
FE257_006543	Not in NCBI
FE257_006544	Not in NCBI
FE257_006545	Not in NCBI
FE257_006546	Not in NCBI
FE257_006547	Not in NCBI
FE257_006548	Not in NCBI
FE257_006549	Not in NCBI
FE257_006550	Not in NCBI
Sros_4137	Not in NCBI
Sros_4138	Not in NCBI
Sros_4139	Not in NCBI
Sros_4140	Not in NCBI
Sros_4141	Not in NCBI
Sros_4142	Not in NCBI
Sros_4143	Not in NCBI
Sros_4144	Not in NCBI
Sros_4145	Not in NCBI
Sros_4146	Not in NCBI
Sros_4147	Not in NCBI
Sros_4148	Not in NCBI
Sros_4149	Not in NCBI
Sros_4150	Not in NCBI
Sros_4151	Not in NCBI
Sros_4152	Not in NCBI
Sros_4153	Not in NCBI
Sros_4154	Not in NCBI
Sros_4155	Not in NCBI
Sros_4156	Not in NCBI
Sros_4157	Not in NCBI
Sros_4158	Not in NCBI
Sros_4159	Not in NCBI
Sros_4160	Not in NCBI
Sros_4161	Not in NCBI
Sros_4162	Not in NCBI
Sros_4163	Not in NCBI
Sros_4164	Not in NCBI
Sros_4165	Not in NCBI
Sros_4166	Not in NCBI
Sros_4167	Not in NCBI
Sros_4168	Not in NCBI
Sros_4169	Not in NCBI
Sros_4170	Not in NCBI
Sros_4171	Not in NCBI
Sros_4172	Not in NCBI
Sros_4173	Not in NCBI
LvStA_00363	Not in NCBI
LvStA_00364	Not in NCBI
LvStA_00365	Not in NCBI
LvStA_00366	Not in NCBI
LvStA_00367	Not in NCBI
LvStA_00368	Not in NCBI
LvStA_00369	Not in NCBI
LvStA_00370	Not in NCBI
LvStA_00371	Not in NCBI
LvStA_00372	Not in NCBI
LvStA_00373	Not in NCBI
LvStA_00374	Not in NCBI
LvStA_00375	Not in NCBI
ATEG_03629	Not in NCBI
ATEG_03630	Not in NCBI
ATEG_03631	Not in NCBI
ATEG_03632	Not in NCBI
ATEG_03633	Not in NCBI
ATEG_03634	Not in NCBI
ATEG_03635	Not in NCBI
ABB07_39125	Not in NCBI
ABB07_39130	Not in NCBI
ABB07_39135	Not in NCBI
ABB07_39140	Not in NCBI
ABB07_39145	Not in NCBI
ABB07_39150	Not in NCBI
ABB07_39155	Not in NCBI
ABB07_39160	Not in NCBI
ABB07_39165	Not in NCBI
ABB07_39170	Not in NCBI
ABB07_39175	Not in NCBI
ABB07_39180	Not in NCBI
ABB07_39185	Not in NCBI
ABB07_39190	Not in NCBI
ABB07_39195	Not in NCBI
ABB07_39200	Not in NCBI
ABB07_39205	Not in NCBI
ABB07_39210	Not in NCBI
ABB07_39215	Not in NCBI
ABB07_39220	Not in NCBI
ATEG_03567	Not in NCBI
ATEG_03568	Not in NCBI
PENPOL_c002G07872	Not in NCBI
PENPOL_c002G01780	Not in NCBI
PENPOL_c002G07909	Not in NCBI
PENPOL_c002G01858	Not in NCBI
PENPOL_c002G07307	Not in NCBI
PENPOL_c002G03804	Not in NCBI
PENPOL_c002G07024	Not in NCBI
PENPOL_c002G03902	Not in NCBI
PENPOL_c002G01050	Not in NCBI
PENPOL_c002G05667	Not in NCBI
K435DRAFT_871160	Not in NCBI
K435DRAFT_971507	Not in NCBI
K435DRAFT_784133	Not in NCBI
K435DRAFT_425274	Not in NCBI
K435DRAFT_425234	Not in NCBI
K435DRAFT_784134	Not in NCBI
K435DRAFT_871165	Not in NCBI
K435DRAFT_971512	Not in NCBI
K435DRAFT_733899	Not in NCBI
K435DRAFT_765759	Not in NCBI
K435DRAFT_425347	Not in NCBI
K435DRAFT_822935	Not in NCBI
K435DRAFT_784138	Not in NCBI
K435DRAFT_971516	Not in NCBI
K435DRAFT_971517	Not in NCBI
K435DRAFT_843994	Not in NCBI
K435DRAFT_765773	Not in NCBI
C8R40DRAFT_71706	Not in NCBI
C8R40DRAFT_1095846	Not in NCBI
C8R40DRAFT_1159784	Not in NCBI
C8R40DRAFT_1168743	Not in NCBI
C8R40DRAFT_1040599	Not in NCBI
C8R40DRAFT_1235998	Not in NCBI
C8R40DRAFT_1168746	Not in NCBI
C8R40DRAFT_1040461	Not in NCBI
C8R40DRAFT_72949	Not in NCBI
C8R40DRAFT_1005490	Not in NCBI
C8R40DRAFT_72270	Not in NCBI
BDW47DRAFT_120076	Not in NCBI
BDW47DRAFT_120077	Not in NCBI
BDW47DRAFT_71441	Not in NCBI
BDW47DRAFT_134043	Not in NCBI
trpA	Not in NCBI
SAMN05421504_105684	Not in NCBI
amyA	Not in NCBI
SAMN05216222_4717	Not in NCBI
SAMN05216222_4718	Not in NCBI
SAMN05216222_4719	Not in NCBI
SAMN05216222_4720	Not in NCBI
SAMN05216222_4721	Not in NCBI
SAMN05216222_4722	Not in NCBI
SAMN05216222_4723	Not in NCBI
SAMN05216222_4724	Not in NCBI
BJP36_15380	Not in NCBI
BJP36_15385	Not in NCBI
BJP36_15390	Not in NCBI
BJP36_15395	Not in NCBI
BJP36_39100	Not in NCBI
BJP36_15405	Not in NCBI
BJP36_15410	Not in NCBI
BJP36_15415	Not in NCBI
BJP36_39105	Not in NCBI
BJP36_39110	Not in NCBI
BJP36_39115	Not in NCBI
BJP36_15430	Not in NCBI
BJP36_15435	Not in NCBI
BJP36_39120	Not in NCBI
BJP36_15445	Not in NCBI
BJP36_15450	Not in NCBI
BJP36_15455	Not in NCBI
BJP36_39125	Not in NCBI
BJP36_39130	Not in NCBI
BJP36_17830	Not in NCBI
BJP36_17825	Not in NCBI
BJP36_17820	Not in NCBI
BJP36_17815	Not in NCBI
BJP36_39135	Not in NCBI
BJP36_17810	Not in NCBI
BJP36_39140	Not in NCBI
BJP36_17805	Not in NCBI
BJP36_17800	Not in NCBI
BJP36_17795	Not in NCBI
BJP36_17790	Not in NCBI
BJP36_17785	Not in NCBI
BJP36_17780	Not in NCBI
BJP36_17775	Not in NCBI
BJP36_17770	Not in NCBI
BJP36_39145	Not in NCBI
BJP36_17765	Not in NCBI
BJP36_39150	Not in NCBI
BJP36_39155	Not in NCBI
BJP36_17760	Not in NCBI
N7L95_26185	Not in NCBI
N7L95_26190	Not in NCBI
N7L95_26195	Not in NCBI
N7L95_26200	Not in NCBI
N7L95_26205	Not in NCBI
N7L95_26210	Not in NCBI
N7L95_26215	Not in NCBI
N7L95_26220	Not in NCBI
N7L95_26225	Not in NCBI
N7L95_26230	Not in NCBI
N7L95_26235	Not in NCBI
N7L95_26240	Not in NCBI
N7L95_26245	Not in NCBI
N7L95_26250	Not in NCBI
N7L95_26255	Not in NCBI
N7L95_26260	Not in NCBI
N7L95_26265	Not in NCBI
N7L95_26270	Not in NCBI
N7L95_26275	Not in NCBI
N7L95_26280	Not in NCBI
N7L95_26285	Not in NCBI
N7L95_26290	Not in NCBI
N7L95_26295	Not in NCBI
N7L95_26300	Not in NCBI
N7L95_26305	Not in NCBI
N7L95_26310	Not in NCBI
N7L95_26315	Not in NCBI
N7L95_26320	Not in NCBI
N7L95_26325	Not in NCBI
N7L95_26330	Not in NCBI
N7L95_26335	Not in NCBI
ANIA_07893	Not in NCBI
ANIA_07894	Not in NCBI
ANIA_07895	Not in NCBI
ANIA_11583	Not in NCBI
ANIA_07896	Not in NCBI
ANIA_07897	Not in NCBI
ANIA_11584	Not in NCBI
ANIA_07898	Not in NCBI
ANIA_07899	Not in NCBI
ANIA_07900	Not in NCBI
ANIA_07901	Not in NCBI
ANIA_07902	Not in NCBI
ANIA_07903	Not in NCBI
BDO47151.1	GenBank
BDO47152.1	GenBank
BDO47153.1	GenBank
BDO47154.1	GenBank
BDO47155.1	GenBank
BDO47156.1	GenBank
BDO47157.1	GenBank
BDO47158.1	GenBank
BDO47159.1	GenBank
BDO47160.1	GenBank
BDO47161.1	GenBank
BDO47162.1	GenBank
BDO47163.1	GenBank
BDO47164.1	GenBank
BDO47165.1	GenBank
WCB70653.1	GenBank
WCB70652.1	GenBank
WCB70650.1	GenBank
WCB70651.1	GenBank
WCB70656.1	GenBank
WCB70654.1	GenBank
WCB70648.1	GenBank
WCB70655.1	GenBank
WCB70646.1	GenBank
WCB70647.1	GenBank
WCB70649.1	GenBank
QVN48190.1	GenBank
QVN48189.1	GenBank
QVN48191.1	GenBank
NLK61_25635	Not in NCBI
NLK61_25640	Not in NCBI
NLK61_25645	Not in NCBI
NLK61_25650	Not in NCBI
NLK61_25655	Not in NCBI
NLK61_25660	Not in NCBI
NLK61_25665	Not in NCBI
NLK61_25670	Not in NCBI
NLK61_25675	Not in NCBI
NLK61_25680	Not in NCBI
NLK61_25685	Not in NCBI
NLK61_25690	Not in NCBI
NLK61_25695	Not in NCBI
NLK61_25700	Not in NCBI
NLK61_25705	Not in NCBI
KSS94_12750	Not in NCBI
KSS94_12755	Not in NCBI
KSS94_12760	Not in NCBI
KSS94_12765	Not in NCBI
KSS94_12770	Not in NCBI
KSS94_12775	Not in NCBI
KSS94_12780	Not in NCBI
KSS94_12785	Not in NCBI
U873_RS0121065	Not in NCBI
U873_RS0121070	Not in NCBI
U873_RS0121075	Not in NCBI
U873_RS0121080	Not in NCBI
U873_RS0121085	Not in NCBI
U873_RS0121090	Not in NCBI
U873_RS0121095	Not in NCBI
U873_RS0121100	Not in NCBI
SGR_2079	Not in NCBI
CGZ69_28765	Not in NCBI
CGZ69_28770	Not in NCBI
CGZ69_28775	Not in NCBI
CGZ69_28780	Not in NCBI
CGZ69_28785	Not in NCBI
CGZ69_28790	Not in NCBI
CGZ69_28795	Not in NCBI
CGZ69_28800	Not in NCBI
CGZ69_28805	Not in NCBI
CGZ69_28810	Not in NCBI
CGZ69_28815	Not in NCBI
CGZ69_28820	Not in NCBI
CGZ69_28825	Not in NCBI
CGZ69_28830	Not in NCBI
CGZ69_28835	Not in NCBI
CGZ69_28840	Not in NCBI
CGZ69_28845	Not in NCBI
CGZ69_28850	Not in NCBI
CGZ69_28855	Not in NCBI
CGZ69_28860	Not in NCBI
CGZ69_28865	Not in NCBI
CGZ69_28870	Not in NCBI
CGZ69_28875	Not in NCBI
CGZ69_28880	Not in NCBI
CGZ69_28885	Not in NCBI
CGZ69_28890	Not in NCBI
CGZ69_28895	Not in NCBI
CGZ69_28900	Not in NCBI
CGZ69_28905	Not in NCBI
CGZ69_28910	Not in NCBI
CGZ69_28915	Not in NCBI
CGZ69_28920	Not in NCBI
CGZ69_28925	Not in NCBI
CGZ69_28930	Not in NCBI
E2C11_02900	Not in NCBI
E2C11_02905	Not in NCBI
E2C11_02910	Not in NCBI
E2C11_02915	Not in NCBI
E2C11_02920	Not in NCBI
E2C11_02925	Not in NCBI
E2C11_02930	Not in NCBI
E2C11_02935	Not in NCBI
E2C11_02940	Not in NCBI
E2C11_02945	Not in NCBI
E2C11_02950	Not in NCBI
E2C11_02955	Not in NCBI
E2C11_02960	Not in NCBI
E2C11_02965	Not in NCBI
E2C11_02970	Not in NCBI
E2C11_02975	Not in NCBI
PPRCHA0_0263	Not in NCBI
PPRCHA0_0264	Not in NCBI
PPRCHA0_0265	Not in NCBI
PPRCHA0_0266	Not in NCBI
PPRCHA0_0267	Not in NCBI
PPRCHA0_0268	Not in NCBI
PPRCHA0_0269	Not in NCBI
PPRCHA0_0270	Not in NCBI
PPRCHA0_0271	Not in NCBI
PPRCHA0_0272	Not in NCBI
PPRCHA0_0273	Not in NCBI
PU648_09195	Not in NCBI
PU648_09205	Not in NCBI
PU648_09210	Not in NCBI
PU648_09215	Not in NCBI
PU648_09220	Not in NCBI
PU648_09225	Not in NCBI
PU648_09230	Not in NCBI
PU648_09235	Not in NCBI
PU648_09240	Not in NCBI
PU648_09245	Not in NCBI
PU648_09250	Not in NCBI
PU648_09255	Not in NCBI
PU648_09260	Not in NCBI
PU648_09265	Not in NCBI
PU648_09270	Not in NCBI
PU648_09275	Not in NCBI
PU648_09280	Not in NCBI
PU648_09285	Not in NCBI
PU648_09290	Not in NCBI
PU648_09295	Not in NCBI
PU648_09300	Not in NCBI
PU648_09305	Not in NCBI
PU648_09310	Not in NCBI
PU648_09315	Not in NCBI
PU648_09320	Not in NCBI
PU648_09325	Not in NCBI
PU648_09330	Not in NCBI
PU648_09335	Not in NCBI
PU648_09340	Not in NCBI
PU648_09345	Not in NCBI
PU648_09350	Not in NCBI
PU648_09355	Not in NCBI
PU648_09360	Not in NCBI
PU648_09365	Not in NCBI
C0J26_09360	Not in NCBI
C0J26_09365	Not in NCBI
C0J26_09370	Not in NCBI
C0J26_09375	Not in NCBI
C0J26_09380	Not in NCBI
C0J26_09385	Not in NCBI
C0J26_09390	Not in NCBI
C0J26_09395	Not in NCBI
C0J26_09400	Not in NCBI
C0J26_09405	Not in NCBI
C0J26_09410	Not in NCBI
C0J26_09415	Not in NCBI
C0J26_09420	Not in NCBI
C0J26_09425	Not in NCBI
C0J26_09430	Not in NCBI
C0J26_09435	Not in NCBI
C0J26_09440	Not in NCBI
C0J26_09445	Not in NCBI
C0J26_09450	Not in NCBI
C0J26_09455	Not in NCBI
C0J26_09460	Not in NCBI
C0J26_09465	Not in NCBI
C0J26_09470	Not in NCBI
C0J26_09475	Not in NCBI
C0J26_09480	Not in NCBI
C0J26_09485	Not in NCBI
C0J26_09490	Not in NCBI
C0J26_09495	Not in NCBI
C0J26_09500	Not in NCBI
C0J26_09505	Not in NCBI
SCAB_79581	Not in NCBI
SCAB_79591	Not in NCBI
SCAB_79601	Not in NCBI
SCAB_79611	Not in NCBI
SCAB_79621	Not in NCBI
SCAB_79631	Not in NCBI
SCAB_79641	Not in NCBI
SCAB_79651	Not in NCBI
SCAB_79661	Not in NCBI
SCAB_79671	Not in NCBI
SCAB_79681	Not in NCBI
SCAB_79691	Not in NCBI
SCAB_79701	Not in NCBI
SCAB_79711	Not in NCBI
SCAB_79721	Not in NCBI
